site,I(NEE;VPD)13,I(NEE;T)13,I(NEE;u)13,I(NEE;R)13,I(NEE;C13),I(LH;VPD)13,I(LH;T)13,I(LH;u)13,I(LH;R)13,I(LH;C13),U(NEE;C13),S(NEE;C13),R(NEE;C13),U+S(NEE;C13),U(LH;C13),S(LH;C13),R(LH;C13),U+S(LH;C13),I(NEE;VPD)2,I(NEE;T)2,I(NEE;u)2,I(NEE;R)2,I(NEE;H2),I(LH;VPD)2,I(LH;T)2,I(LH;u)2,I(LH;R)2,I(LH;H2),U(NEE;H2),S(NEE;H2),R(NEE;H2),U+S(NEE;H2),U(LH;H2),S(LH;H2),R(LH;H2),U+S(LH;H2),I(NEE;VPD)dx,I(NEE;T)dx,I(NEE;u)dx,I(NEE;R)dx,I(NEE;dEx),I(LH;VPD)dx,I(LH;T)dx,I(LH;u)dx,I(LH;R)dx,I(LH;dEx),U(NEE;dEx),S(NEE;dEx),R(NEE;dEx),U+S(NEE;dEx),U(LH;dEx),S(LH;dEx),R(LH;dEx),U+S(LH;dEx)
ABBY,0.026117874907776204,0.029599093853873826,0.030214700879789957,0.025752299149914958,0.0318565260960689,0.025449668480340772,0.022464323506650966,0.028755915343008302,0.021116044469251936,0.031753809825455025,0.025504224461961083,0.0302550673668858,0.0001319973830639229,0.05575929182884689,0.025672303749218743,0.027803313618497263,0.000120577557862444,0.053475617367716034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BART,0.019625503919865724,0.026615977330097296,0.03333284355213364,0.020253883314466557,0.03128120831595013,0.019782411562189604,0.02112644754116715,0.026425058116834953,0.01670574205508059,0.029752490046609202,0.025828999895673846,0.027486781134395573,0.00011309420999508523,0.053315781030069495,0.024400526717960242,0.026420225847774644,9.841060833410801e-05,0.05082075256573499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLAN,0.028272421441336057,0.025696440579935805,0.02553161631930887,0.024796382109771687,0.03058743290778778,0.02433588802875658,0.023946573605869003,0.023814646058154032,0.022330907132432878,0.02841410527996651,0.02489045829193961,0.02830067147649143,0.00010450679333189512,0.05319112976843101,0.023370516273310764,0.0275077089856483,9.338563385400528e-05,0.05087822525895908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BONA,0.019870691650779822,0.028328820106410753,0.025765173418796652,0.023098859553775646,0.02476066435571845,0.02212318042213788,0.028744200615209718,0.02619400000884384,0.025722247175477404,0.029483000444724194,0.02011359523008236,0.027213471228824435,9.124391353167725e-05,0.04732706645890685,0.023961548492205456,0.02823258052778428,0.00010311678080296598,0.05219412901998973,0.03171777259330791,0.026541065636123195,0.030449964588605046,0.026752687369810322,0.03205442324872654,0.03570331499197497,0.028171853441453305,0.031677646953883656,0.027686276662913328,0.0322689369363679,0.026249048014970827,0.028756502272921206,0.00010561957694807209,0.055005550287892065,0.02630902720010881,0.02903070048749071,0.00011372998506707104,0.055339727687599566,0.04038500202210769,0.039929498108594114,0.03247606760290946,0.04241931628017744,0.04651472583093546,0.04366770181709843,0.036765483966055244,0.037723020897644816,0.038188536791903475,0.04134426355720263,0.03920471717575897,0.0287939330198564,0.00028241277586253064,0.0679986501956153,0.03521894225738491,0.023303044391695508,0.0002699071369198253,0.058521986649080454
CLBJ,0.027772552800251583,0.022224116635157283,0.025923082294941852,0.022095991886870368,0.029894538747246603,0.022228365452628844,0.018104441810789275,0.020767291091605952,0.020167228579293518,0.02249828343167773,0.02446548903616953,0.02800355298485309,9.622091153894708e-05,0.05246904202102259,0.018346061113483907,0.02486799247573164,7.483784464790269e-05,0.04321405358921557,0.03403980536380048,0.029013530579112212,0.025429455801168354,0.03113092903199802,0.02908319155091107,0.026649770473650875,0.028133290604416553,0.027674053182423202,0.027269105884740873,0.019105773544315762,0.02321692729405265,0.025974461516840342,7.780570343546112e-05,0.04919138881089303,0.01523909496351399,0.022175991302646882,5.818524548874445e-05,0.03741508626616082,0.028286801835407053,0.03603423665554851,0.062246689908688854,0.02974583204145639,0.044149778227871694,0.039613744809828946,0.041513072069961604,0.02975524891377241,0.02885205115923681,0.040048255055777575,0.034115095568632986,0.03656068213253746,0.00020016464433277845,0.07067577770117045,0.03365906927026402,0.028833013194566035,0.00022962707916870942,0.062492082464830095
CPER,0.01789102694809159,0.017827355444524642,0.021930846793277763,0.01665195494888495,0.019927825892857094,0.02183546919669838,0.01698429083513977,0.02974699181171878,0.019528046376375216,0.01593300590157105,0.016030990663678205,0.023705396219497018,4.719085608959769e-05,0.03973638688317519,0.01277641833585601,0.022708629997530108,4.390687699515904e-05,0.03548504833338611,0.03272696401597742,0.03611402005263234,0.030152564722455078,0.02886432431448199,0.030177735183110937,0.028234768645070827,0.03007865160932718,0.03092873478183196,0.031964186216050905,0.029753663250853827,0.02466917440134802,0.030005526511631023,9.700064424350144e-05,0.054674700912979005,0.024427252526746015,0.026727478308216486,9.737610925122735e-05,0.05115473083496254,0.034416854080150286,0.028671015944628772,0.0292236838355854,0.029571214039849462,0.04577235575629411,0.03696467032590988,0.03856413769839133,0.03243888334209599,0.03472792399783046,0.05401434176963011,0.03802943016100931,0.025906837605579422,0.00026915946557992486,0.06393626776658867,0.04626045845181903,0.02459937401975688,0.0003146616991987295,0.0708598324715759
DCFS,0.021622111510815972,0.03465160918416566,0.026843994222062507,0.023094542731672153,0.029891156213421203,0.02248311433228623,0.040083809075062524,0.02775276513156264,0.03215042070502776,0.02831626612070889,0.023856381615326744,0.026150713009488995,0.00011776348457942545,0.05000709462481574,0.022742371430882532,0.02935989730813426,0.0001222725833189173,0.052102268739016765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEJU,0.021032352927501736,0.02787981620325765,0.032481432438562295,0.018158484011939716,0.02413506178779887,0.018469828190379112,0.023466917415576174,0.032276133070805166,0.02071555584580916,0.02148719898308812,0.019330585145051513,0.026061934012238053,9.718747975834922e-05,0.04539251915728953,0.017575024445519054,0.02619167896257298,9.096686561086887e-05,0.04376670340809199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELA,0.02224365905505476,0.020660341657510198,0.026165098427297,0.020128039453887185,0.028046705645747207,0.018713631338587392,0.01824312070503806,0.021982551580579365,0.017906795935262544,0.02527516792704473,0.022706843917997478,0.027971811899073603,9.062188301855919e-05,0.05067865581707113,0.02071818241130963,0.025728795238899455,7.950039071271398e-05,0.046446977650209095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
