date,wspd,NEE_U50_f,LE_U50_f,Tair_f,VPD_f,Rg_f,d2H,d18O,d13C
2016-12-31,,,,,,,,,
2017-01-01,2.616470588235294,,,,,144.99323529411762,,,
2017-01-02,3.095416666666667,,,,,63.84625,,,
2017-01-03,3.8177083333333335,,,,,87.26333333333334,,,
2017-01-04,3.9175,,,,,49.15895833333334,,,
2017-01-05,3.737083333333333,,,,,91.30166666666666,,,
2017-01-06,4.174166666666667,,,,,118.25083333333333,,,
2017-01-07,2.6435416666666667,,,,,112.06812500000001,,,
2017-01-08,3.723333333333333,,,,,88.07833333333333,,,
2017-01-09,3.828333333333333,,,,,76.99791666666667,,,
2017-01-10,5.185,,,,,110.53041666666667,,,
2017-01-11,3.384375,,,,,88.33395833333333,,,
2017-01-12,2.94,,,,,53.154583333333335,,,
2017-01-13,2.674375,,,,,65.87833333333333,,,
2017-01-14,1.3225531914893616,,,,,68.5346875,,,
2017-01-15,1.318125,,,,,20.99354166666667,,,
2017-01-16,4.335833333333333,,,,,58.35479166666667,,,
2017-01-17,2.9360416666666667,,,,,125.11270833333333,,,
2017-01-18,2.830416666666667,,,,,124.24416666666667,,,
2017-01-19,1.5139130434782608,,,,,122.34666666666668,,,
2017-01-20,2.9741666666666666,,,,,54.609583333333326,,,
2017-01-21,2.702916666666667,,,,,121.320625,,,
2017-01-22,4.2977083333333335,,,,,129.54479166666667,,,
2017-01-23,2.539375,,,,,102.28104166666667,,,
2017-01-24,5.88275,,,,,62.61291666666667,,,
2017-01-25,6.821666666666666,,,,,97.229375,,,
2017-01-26,5.825833333333333,,,,,105.45020833333332,,,
2017-01-27,6.344791666666667,,,,,134.545625,,,
2017-01-28,7.113958333333333,,,,,77.87583333333333,,,
2017-01-29,6.53025,,,,,119.40994895833335,,,
2017-01-30,5.2124999999999995,,,,,130.63895833333333,,,
2017-01-31,2.5656250000000003,,,,,93.55895833333334,,,
2017-02-01,3.5596666666666663,,,,,14.787083333333333,,,
2017-02-02,4.352,,,,,46.31791666666667,,,
2017-02-03,3.061,,,,,63.876666666666665,,,
2017-02-04,6.2784375,,,,,144.52541666666667,,,
2017-02-05,3.809791666666667,,,,,115.939375,,,
2017-02-06,3.2758333333333334,,,,,75.85520833333334,,,
2017-02-07,3.5577083333333337,,,,,110.63645833333334,,,
2017-02-08,3.0552083333333333,,,,,113.35458333333334,,,
2017-02-09,3.495416666666667,,,,,126.17291666666667,,,
2017-02-10,3.267916666666667,,,,,118.24770833333334,,,
2017-02-11,3.20875,,,,,89.81625000000001,,,
2017-02-12,3.65375,,,,,157.55104166666666,,,
2017-02-13,3.9812499999999997,,,,,89.27,,,
