site,I(NEE;VPD)13,I(NEE;T)13,I(NEE;u)13,I(NEE;R)13,I(NEE;C13),I(LH;VPD)13,I(LH;T)13,I(LH;u)13,I(LH;R)13,I(LH;C13),U(NEE;C13),S(NEE;C13),R(NEE;C13),U+S(NEE;C13),U(LH;C13),S(LH;C13),R(LH;C13),U+S(LH;C13),I(NEE;VPD)2,I(NEE;T)2,I(NEE;u)2,I(NEE;R)2,I(NEE;H2),I(LH;VPD)2,I(LH;T)2,I(LH;u)2,I(LH;R)2,I(LH;H2),U(NEE;H2),S(NEE;H2),R(NEE;H2),U+S(NEE;H2),U(LH;H2),S(LH;H2),R(LH;H2),U+S(LH;H2),I(NEE;VPD)dx,I(NEE;T)dx,I(NEE;u)dx,I(NEE;R)dx,I(NEE;dEx),I(LH;VPD)dx,I(LH;T)dx,I(LH;u)dx,I(LH;R)dx,I(LH;dEx),U(NEE;dEx),S(NEE;dEx),R(NEE;dEx),U+S(NEE;dEx),U(LH;dEx),S(LH;dEx),R(LH;dEx),U+S(LH;dEx)
ABBY,0.03276281518770715,0.02830524160856186,0.029368922599125245,0.026225468602509815,0.0418663156402403,0.02901517463633256,0.02457085239799798,0.030578214174932533,0.020632736844323343,0.029537067236498644,0.03533191524057598,0.029599973034478172,0.00013595339345250432,0.06493188827505417,0.024208237036398145,0.027312304165896105,0.00010798431304311828,0.05152054120229428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BART,0.019689790932830225,0.02840583959592496,0.029205609562373485,0.019522061491183757,0.034180914405911395,0.02018334193237757,0.022479210750264936,0.028414542353752036,0.0201588172613612,0.026022904554693457,0.028270053387176,0.025994314433258073,0.00011764675258060645,0.05426436782043408,0.021045186059463684,0.02646753078477845,0.00010177121450715074,0.04751271684424212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLAN,0.027155949383404557,0.02725990140654576,0.02903586862423404,0.02548359343929467,0.028801459004992116,0.027789696693885445,0.023121447128011754,0.023128011523138994,0.021798809592662435,0.02989223167484948,0.023249640710110972,0.027520430381375836,0.00010968535535851172,0.050770071091486756,0.024238275152076428,0.027242399236726403,0.00010286894700561445,0.051480674388802786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BONA,0.022134489883621055,0.023697707895628237,0.027262603966866084,0.024458383317120348,0.025933199163066183,0.019034765398415424,0.024988980203778693,0.0259924153822153,0.019652628383599425,0.025292604854474363,0.020735112481909755,0.025994731094418258,9.354641621041883e-05,0.04672984357632801,0.020280511177650406,0.028597858880903035,8.925733068797803e-05,0.04887837005855339,0.03491645824415954,0.02962957266227466,0.03026556703274825,0.03206241393837631,0.03823832055640692,0.03338255451608066,0.02649065914786624,0.02861740337017304,0.027226265451686608,0.031653546183201126,0.03213480909939188,0.029888028204903667,0.0001325056591898453,0.06202283730429556,0.025984783511378753,0.02823024262694754,0.00011743643085077116,0.05421502613832628,0.04644542891759015,0.03417420363330973,0.0388842351556008,0.03689024107147354,0.04875697482359833,0.05138918051906901,0.03338903398377704,0.03427062658673415,0.032872897249931476,0.03540471739345123,0.041613916009755676,0.026521620294379405,0.0002931390916498799,0.06813553630413509,0.029201496672838893,0.020138099513552075,0.00025923368328817207,0.049339596186391
CLBJ,0.024910534466093495,0.021763538231011414,0.029037853707363667,0.02163008555726168,0.031999947744801006,0.023232185801034425,0.01732190901487599,0.02186957975433892,0.017588345135992275,0.02391859883581538,0.02606309858927112,0.028408613932001996,0.0001053919730663383,0.05447171252127316,0.01954363578601388,0.025604692681989654,8.298357423807421e-05,0.04514832846800348,0.03879580481573542,0.03133492757134409,0.02454130333995999,0.04311182405793736,0.02363516003608451,0.033216134898731,0.03467532880135717,0.024899619489484368,0.027637416143394062,0.02634330445981488,0.018596896169132314,0.025465032071546885,8.657467925052875e-05,0.044061928240679234,0.021371735772811186,0.028698368354290606,9.294338927299079e-05,0.0500701041271018,0.049446724792940544,0.03384389063344185,0.030452878189220777,0.034386994710291004,0.04238885816839328,0.07857856509490624,0.03795059574046949,0.05001717996928506,0.04347058871178621,0.04092261332496692,0.03399932094171236,0.032997590943585654,0.00020636710271010675,0.066996911885298,0.03375130924193597,0.030384558324001235,0.00024060421831252363,0.06413586756593725
CPER,0.022391138372288084,0.018878269215137265,0.03458355395211209,0.02487653736716093,0.02039937745468719,0.017585659207326725,0.019262290173743743,0.03525351228242695,0.01988663574574506,0.016949083225155797,0.016502691635614738,0.021237356824130735,5.855890110760194e-05,0.037740048459745525,0.013645255127503768,0.022986662703531724,5.000456779225965e-05,0.03663191783103546,0.030732377715091092,0.032868609986852176,0.03105018193490618,0.03149659827373662,0.03243948693165068,0.02858670591170977,0.03016313775356198,0.03140093886634607,0.031283037890545005,0.03020557489666043,0.02621414964679687,0.029659269773574217,9.776423654367291e-05,0.05587341942037104,0.024832278852396285,0.025813452975648785,9.653804991931247e-05,0.05064573182804512,0.03307147066246887,0.03005771894319239,0.031863812391520335,0.027947143111276915,0.0444330763026714,0.03039923136810895,0.03380960194195932,0.03251748544861236,0.028666520971351375,0.04464832673286674,0.03697006687001365,0.028700103685848875,0.00021475808242781444,0.06567017055586248,0.03804964821778679,0.023683317951363806,0.00022472768942986886,0.06173296616915064
DCFS,0.020390693640352144,0.035358864488466354,0.0240950235592749,0.029661025054346923,0.023073584392448637,0.02293415551168449,0.029587023353882184,0.030847981462979266,0.023426481397620196,0.02952401275248222,0.01806011874106181,0.026242500699367333,0.00011713394313236561,0.04430261944042913,0.02288110067857821,0.03004352782639527,0.00013526449180408748,0.05292462850497346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEJU,0.019985719611688952,0.03249885702651942,0.028923171155290365,0.021596543928501553,0.028347120521457263,0.017804868019099057,0.023523731102762402,0.028294639784884217,0.018008219519220495,0.022560412722978363,0.022681035182349367,0.0263072776459537,9.520247751477268e-05,0.04898831282830305,0.017984438266004363,0.023893018373523645,7.643294360048532e-05,0.041877456639527966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELA,0.021289490561165577,0.02012455635913644,0.021215756333459575,0.01937865544227577,0.03199613812969168,0.023820575758468347,0.01871031400233502,0.019759408642171624,0.019781695139951518,0.0259551164499228,0.02664763109832953,0.025863775285720838,9.206442330353523e-05,0.052511406384050364,0.02112455642921946,0.02527673645545372,8.339563965769438e-05,0.046401292884673206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
