site,I(NEE;VPD)13,I(NEE;T)13,I(NEE;u)13,I(NEE;R)13,I(NEE;C13),I(LH;VPD)13,I(LH;T)13,I(LH;u)13,I(LH;R)13,I(LH;C13),U(NEE;C13),S(NEE;C13),R(NEE;C13),U+S(NEE;C13),U(LH;C13),S(LH;C13),R(LH;C13),U+S(LH;C13),I(NEE;VPD)2,I(NEE;T)2,I(NEE;u)2,I(NEE;R)2,I(NEE;H2),I(LH;VPD)2,I(LH;T)2,I(LH;u)2,I(LH;R)2,I(LH;H2),U(NEE;H2),S(NEE;H2),R(NEE;H2),U+S(NEE;H2),U(LH;H2),S(LH;H2),R(LH;H2),U+S(LH;H2),I(NEE;VPD)dx,I(NEE;T)dx,I(NEE;u)dx,I(NEE;R)dx,I(NEE;dEx),I(LH;VPD)dx,I(LH;T)dx,I(LH;u)dx,I(LH;R)dx,I(LH;dEx),U(NEE;dEx),S(NEE;dEx),R(NEE;dEx),U+S(NEE;dEx),U(LH;dEx),S(LH;dEx),R(LH;dEx),U+S(LH;dEx)
ABBY,0.028655939470954003,0.024780099918966115,0.0313367079919148,0.023960388759544166,0.030242395818125666,0.02646895299886475,0.020633579240239883,0.025644283166125204,0.025664243022122106,0.03150812346866307,0.02426313528359235,0.02907318561125217,0.00014049146441938432,0.05333632089484457,0.02496816003214368,0.03017540843657007,0.00013212450118329626,0.055143568468713766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BART,0.023475315274992487,0.028447163471511622,0.029248759994557602,0.02119325376829227,0.0318956216854313,0.022579888561644546,0.020875250594704357,0.03240704042493577,0.02185256871684593,0.024790679749824247,0.02579349425395333,0.027889556194432067,0.00010510205040658216,0.053683050448385373,0.019949399074110353,0.027075296754082354,9.21587527370432e-05,0.04702469582819279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLAN,0.027467607799900127,0.023314650347218,0.03178569075759925,0.02180022295564896,0.028436498747197753,0.026751888590338793,0.021892437919186117,0.02450855604039337,0.022652789820420228,0.026346236458570944,0.02287814295174211,0.029344179782015055,0.00010575133452327948,0.05222232273375725,0.021170011938174922,0.02775431353614056,9.805399520482341e-05,0.04892432547431547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BONA,0.022159614864167808,0.026478469605672145,0.024688792917897,0.01735968658026345,0.02910152034617656,0.016725366297459666,0.02552734465139913,0.027424341835302304,0.022301118570277386,0.024227928162365606,0.0235409638902005,0.02683654670413848,0.00010559062183755628,0.050377510594338946,0.020084734064242098,0.026495952029665006,9.92792934911916e-05,0.04658068609390707,0.03002527448688257,0.03705779193825332,0.03170070817918175,0.03623712340568463,0.028948439249223627,0.03255280849536632,0.027441305657752775,0.03333175322159813,0.02719585525457895,0.031694857354411826,0.023454726068271113,0.02984219561270312,0.00011465641260699591,0.05329692168097431,0.02678817196043368,0.028603713172560222,0.00011663765645436378,0.05539188513299386,0.04386679727177036,0.03465446725163908,0.03647432588173951,0.035954795560860064,0.049083473923178335,0.03566905328703418,0.030028858930314054,0.04164306010867531,0.03137191970768785,0.04133257038161025,0.04008419894938995,0.02952606875569175,0.00024389550621520977,0.06961026770508184,0.03462071470360274,0.02851713159317176,0.00022707971002497933,0.06313784629677446
CLBJ,0.026575038144991885,0.024222024229817864,0.02448160030428545,0.023270624482120077,0.029141180764833265,0.02685476034619781,0.01829158644310069,0.02368028176995671,0.019224775258455017,0.024497935440829732,0.023633227382788405,0.0278414502698105,0.00010112528210286278,0.05147467765259895,0.01979181183831154,0.0253358043076429,8.577441093154591e-05,0.045127616145954536,0.025960145459069738,0.03413790819195698,0.03259336256256042,0.032050813479228606,0.026809187792602707,0.028127440439593275,0.02949009544971428,0.02177882029313842,0.022951396444869602,0.02239173207892589,0.021289109054203975,0.02485932631602886,0.00012077720435170031,0.04614843537023286,0.018807699534944523,0.022845654155560467,9.831316924829212e-05,0.04165335369050502,0.05729574646324934,0.04332450076976034,0.03819536382351068,0.03616430887575125,0.03660083501158184,0.04403493082392552,0.0374265137720182,0.022557895086783047,0.05612019995717264,0.02931259843947108,0.029659880773798518,0.02594800481588704,0.00018990805886145572,0.05560788558968554,0.024000315395793274,0.023011734266554187,0.00015093603988949143,0.04701204966234748
CPER,0.017084561813853746,0.02364377833661159,0.026878781900713907,0.02335234689228219,0.018136249497080415,0.0209048350658288,0.020153236675951192,0.023193901867296137,0.019929831277258333,0.019294128385081183,0.015310534367474465,0.024703771303173246,6.046098729933632e-05,0.04001430567064772,0.015385517900138151,0.027192684297341133,5.862421816678364e-05,0.04257820219747937,0.028022477029586376,0.027969291125838288,0.031926149400672454,0.026406772107279892,0.028262376353627806,0.032306944569229105,0.02962271265281736,0.035765307147300585,0.028671373866192833,0.028151555827372027,0.022555115341658674,0.02819634519676177,8.8822351798756e-05,0.05075146053842041,0.022806014410700418,0.02477409327551519,9.595111560091118e-05,0.04758010768621561,0.027419340416492934,0.029022354104830905,0.031242234362591312,0.029316613286118724,0.04295381192224019,0.030517074790977546,0.032125421080213955,0.04103752263853717,0.031731357812481986,0.05488744362896768,0.0354597752138516,0.02730361998269542,0.00021220423383067102,0.06276339519654699,0.046418085654792926,0.02581551946564504,0.00026344958319162956,0.07223360512043785
DCFS,0.019351983365893898,0.034610890436123115,0.02427718713429159,0.02107381850549024,0.02235435989695482,0.031911772283284706,0.03857523645607368,0.02511594046880213,0.026092902154418413,0.024361085817399035,0.017635141092547685,0.025640542873864455,0.00011640261108654222,0.04327568396641215,0.01889937128827528,0.031900564899250416,0.0001355668925888907,0.050799936187525735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEJU,0.0229808808127927,0.02620803927523777,0.0414569193102744,0.021859277931820537,0.031914744582080296,0.018042251628635028,0.02678699956518439,0.025060241916016333,0.015795657364387424,0.022974044756669105,0.025834615424373993,0.02683640787595331,0.00011868714789409431,0.05267102330032731,0.018567749048906602,0.025205700228525064,8.370466210656643e-05,0.04377344927743166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELA,0.021758189148373012,0.020102625427097644,0.02660029669457778,0.020951664558317762,0.029726390836257197,0.02122996084087273,0.01800672055555546,0.020104831853565604,0.017563773003193634,0.025157719409313665,0.024847099515684274,0.025816148556782468,9.843549085758657e-05,0.050663248072466784,0.020286102755050352,0.0253550088333463,8.351722109033588e-05,0.04564111158839667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
